producto_id,categoria,marca,temporada,talla,color,precio_original,porcentaje_descuento,precio_actual,fecha_compra,cantidad_stock,calificacion_cliente,devolucion,motivo_devolucion
FB001090,Accesorios,Ann Taylor,Verano,,Brown,39.17,0.0,39.17,2025-08-06,4,3.5,Si,Discrepancia de color
FB001091,Accesorios,Gap,Primavera,,White,72.83,0.0,72.83,2024-11-26,6,2.0,No,
FB001092,Pantalones,Forever21,Invierno,S,Brown,29.73,28.7,21.2,2025-08-06,37,2.5,No,
FB001093,Vestidos,Mango,Invierno,XL,Black,144.1,0.0,144.1,2025-08-06,36,2.5,No,
FB001094,Vestidos,H&M,Verano,XL,Brown,109.23,10.8,97.43,2025-08-06,38,3.3,No,
FB001095,Ropa de abrigo,Mango,Invierno,XL,Pink,180.65,17.5,149.04,2025-08-06,41,1.4,No,
FB001096,Ropa de abrigo,Banana Republic,Primavera,M,Green,129.24,46.2,69.53,2025-03-27,28,3.2,No,
FB001097,Zapatos,Gap,Verano,XS,Blue,195.67,47.1,103.51,2025-08-06,36,4.0,No,
FB001098,Accesorios,Banana Republic,Invierno,,Navy,65.64,20.7,52.05,2025-08-06,20,2.6,No,
FB001099,Pantalones,H&M,Primavera,XS,Purple,113.18,0.0,113.18,2025-04-02,3,4.9,No,
FB001100,Zapatos,Ann Taylor,Otoño,XL,Beige,173.69,0.0,173.69,2025-08-06,25,3.6,No,
FB001101,Ropa de abrigo,Zara,Otoño,S,Gray,156.54,0.0,156.54,2025-08-06,23,1.8,No,
FB001102,Vestidos,H&M,Primavera,XL,Brown,103.78,39.0,63.31,2024-10-12,5,,No,
FB001103,Accesorios,Gap,Otoño,,Black,79.6,0.0,79.6,2025-08-06,22,,No,
FB001104,Accesorios,Ann Taylor,Otoño,,Beige,34.18,18.9,27.72,2025-08-06,50,3.6,No,
FB001105,Pantalones,Gap,Invierno,XXL,Blue,58.44,0.0,58.44,2025-08-06,3,2.6,Si,Artículo incorrecto
FB001106,Accesorios,Zara,Verano,,Navy,30.62,0.0,30.62,2025-08-06,31,3.0,Si,Dañado
FB001107,Ropa de abrigo,Uniqlo,Otoño,XXL,Purple,213.94,0.0,213.94,2025-08-06,16,4.7,No,
FB001108,Pantalones,Forever21,Otoño,XL,Pink,29.31,0.0,29.31,2025-08-06,25,4.6,Si,Cambio de opinión
FB001109,Tops,Forever21,Primavera,M,Red,49.12,0.0,49.12,2025-06-28,47,,No,
FB001110,Pantalones,Banana Republic,Otoño,,Purple,113.23,0.0,113.23,2025-08-06,13,3.7,No,
FB001111,Ropa de abrigo,Banana Republic,Primavera,XXL,Brown,103.65,0.0,103.65,2024-11-16,4,1.0,No,
FB001112,Vestidos,Ann Taylor,Otoño,,Gray,71.84,49.4,36.35,2025-08-06,25,,No,
FB001113,Zapatos,Zara,Invierno,L,Gray,128.31,0.0,128.31,2025-08-06,36,4.0,Si,Cambio de opinión
FB001114,Zapatos,Forever21,Invierno,L,Blue,118.97,0.0,118.97,2025-08-06,45,3.8,No,
FB001115,Pantalones,Zara,Invierno,S,Red,31.98,16.5,26.7,2025-08-06,48,1.8,No,
FB001116,Tops,Banana Republic,Invierno,XXL,Purple,115.89,26.8,84.83,2025-08-06,26,4.6,No,
FB001117,Vestidos,Ann Taylor,Otoño,XL,Pink,140.06,0.0,140.06,2025-08-06,37,2.3,No,
FB001118,Zapatos,Mango,Otoño,XS,Pink,154.82,0.0,154.82,2025-08-06,10,4.1,No,
FB001119,Vestidos,Uniqlo,Invierno,XL,Blue,114.21,20.2,91.14,2025-08-06,5,2.0,Si,Artículo incorrecto
FB001120,Zapatos,Zara,Invierno,XL,Blue,114.84,0.0,114.84,2025-08-06,38,2.6,Si,Discrepancia de color
FB001121,Vestidos,Mango,Invierno,XL,Navy,131.32,6.8,122.39,2025-08-06,18,2.0,No,
FB001122,Tops,Mango,Otoño,S,Pink,91.41,32.1,62.07,2025-08-06,49,2.3,No,
FB001123,Ropa de abrigo,Gap,Otoño,XS,Black,202.28,0.0,202.28,2025-08-06,4,,No,
FB001124,Pantalones,Forever21,Otoño,M,Red,119.63,0.0,119.63,2025-08-06,14,2.1,No,
FB001125,Zapatos,Banana Republic,Verano,L,Blue,167.89,0.0,167.89,2025-08-06,12,1.0,No,
FB001126,Zapatos,Uniqlo,Primavera,XL,Blue,100.39,0.0,100.39,2025-03-07,24,3.2,Si,Problema de calidad
FB001127,Vestidos,Gap,Verano,L,Gray,162.42,40.9,95.99,2025-08-06,32,1.0,No,
FB001128,Zapatos,Gap,Primavera,XS,Gray,65.07,5.1,61.75,2025-01-17,16,4.3,No,
FB001129,Pantalones,Forever21,Primavera,XXL,Red,78.1,48.7,40.07,2025-05-06,0,,No,
FB001130,Ropa de abrigo,Zara,Primavera,M,Blue,115.73,59.8,46.52,2024-09-28,10,4.2,No,
FB001131,Accesorios,Ann Taylor,Otoño,,Navy,21.57,11.9,19.0,2025-08-06,37,3.0,Si,Cambio de opinión
FB001132,Vestidos,Banana Republic,Otoño,S,Brown,75.85,50.3,37.7,2025-08-06,50,4.7,Si,Problema de calidad
FB001133,Ropa de abrigo,Uniqlo,Verano,L,Green,170.91,0.0,170.91,2025-08-06,36,1.6,Si,Problema de calidad
FB001134,Zapatos,H&M,Otoño,XL,White,94.06,22.4,72.99,2025-08-06,0,,No,
FB001135,Pantalones,H&M,Verano,S,Blue,84.44,0.0,84.44,2025-08-06,2,1.1,No,
FB001136,Ropa de abrigo,Zara,Verano,XS,Pink,93.11,0.0,93.11,2025-08-06,43,2.8,No,
FB001137,Tops,Zara,Invierno,S,Blue,84.85,8.8,77.38,2025-08-06,19,4.1,Si,Cambio de opinión
FB001138,Zapatos,Uniqlo,Primavera,M,Green,138.41,0.0,138.41,2024-11-17,40,3.1,No,
FB001139,Accesorios,Zara,Otoño,,Pink,20.19,21.6,15.83,2025-08-06,45,4.4,Si,Cambio de opinión
FB001140,Vestidos,Banana Republic,Otoño,M,Gray,124.17,37.6,77.48,2025-08-06,24,2.3,No,
FB001141,Ropa de abrigo,Banana Republic,Primavera,L,Red,133.92,0.0,133.92,2025-04-13,41,2.8,No,
FB001142,Accesorios,Banana Republic,Primavera,,Gray,77.78,0.0,77.78,2025-07-07,23,2.5,Si,Problema de tamaño
FB001143,Vestidos,Mango,Invierno,XXL,Brown,157.69,35.9,101.08,2025-08-06,6,1.0,No,
FB001144,Tops,Zara,Invierno,L,Black,99.57,0.0,99.57,2025-08-06,17,1.0,No,
FB001145,Accesorios,Zara,Verano,,Brown,43.61,33.3,29.09,2025-08-06,47,2.5,No,
FB001146,Ropa de abrigo,Gap,Invierno,M,Brown,88.87,0.0,88.87,2025-08-06,27,2.4,No,
FB001147,Pantalones,Forever21,Otoño,M,White,112.6,19.8,90.31,2025-08-06,2,1.0,No,
FB001148,Tops,Uniqlo,Otoño,XL,Green,33.35,0.0,33.35,2025-08-06,29,1.2,No,
FB001149,Pantalones,Forever21,Otoño,L,Navy,115.82,2.9,112.46,2025-08-06,46,,No,
FB001150,Tops,Banana Republic,Otoño,XL,White,107.79,3.1,104.45,2025-08-06,6,2.8,No,
FB001151,Tops,H&M,Verano,S,White,53.87,0.0,53.87,2025-08-06,50,4.2,Si,Dañado
FB001152,Tops,Gap,Primavera,XS,Green,72.5,40.8,42.92,2024-12-30,23,4.4,No,
FB001153,Zapatos,Gap,Primavera,S,Gray,152.32,0.0,152.32,2025-06-09,15,,No,
FB001154,Vestidos,H&M,Invierno,M,Red,67.63,0.0,67.63,2025-08-06,9,4.7,No,
FB001155,Ropa de abrigo,Uniqlo,Verano,XS,Purple,221.94,0.0,221.94,2025-08-06,35,1.5,No,
FB001156,Pantalones,Zara,Otoño,XS,Pink,118.77,8.4,108.79,2025-08-06,30,4.6,Si,Artículo incorrecto
FB001157,Tops,Forever21,Otoño,XS,Green,100.17,0.0,100.17,2025-08-06,18,1.2,No,
FB001158,Accesorios,Banana Republic,Verano,,White,18.45,0.0,18.45,2025-08-06,39,2.2,No,
FB001159,Accesorios,Gap,Verano,,Purple,45.56,13.5,39.41,2025-08-06,40,3.2,No,
FB001160,Tops,Uniqlo,Primavera,S,Purple,62.21,0.0,62.21,2025-07-23,38,2.6,No,
FB001161,Accesorios,Forever21,Invierno,,Blue,37.02,0.0,37.02,2025-08-06,12,4.3,No,
FB001162,Vestidos,Zara,Verano,XL,Beige,51.86,39.0,31.63,2025-08-06,40,2.4,No,
FB001163,Vestidos,Zara,Primavera,XS,Purple,76.24,0.0,76.24,2025-01-07,14,2.8,No,
FB001164,Accesorios,Zara,Otoño,,Gray,74.17,0.0,74.17,2025-08-06,24,1.7,No,
FB001165,Pantalones,Forever21,Primavera,L,Beige,75.99,0.0,75.99,2025-02-18,19,1.7,Si,Problema de tamaño
FB001166,Pantalones,H&M,Invierno,XS,Navy,62.33,49.4,31.54,2025-08-06,46,3.5,No,
FB001167,Pantalones,Mango,Invierno,XXL,Red,93.59,0.0,93.59,2025-08-06,38,1.9,No,
FB001168,Tops,Forever21,Otoño,,Blue,72.83,35.7,46.83,2025-08-06,11,3.1,No,
FB001169,Ropa de abrigo,Uniqlo,Invierno,XXL,Gray,134.59,33.6,89.37,2025-08-06,42,2.9,No,
FB001170,Pantalones,Zara,Primavera,,Beige,71.6,41.9,41.6,2025-04-12,16,2.8,No,
FB001171,Zapatos,Ann Taylor,Verano,XL,Red,62.35,53.5,28.99,2025-08-06,1,4.1,No,
FB001172,Ropa de abrigo,Ann Taylor,Primavera,XS,Navy,80.55,43.7,45.35,2024-10-21,41,4.8,Si,Cambio de opinión
FB001173,Zapatos,Banana Republic,Invierno,M,Beige,171.48,0.0,171.48,2025-08-06,15,2.4,No,
FB001174,Tops,Ann Taylor,Primavera,XL,Navy,30.81,15.7,25.97,2024-09-19,4,,No,
FB001175,Vestidos,H&M,Verano,L,Blue,97.14,0.0,97.14,2025-08-06,20,4.1,No,
FB001176,Zapatos,Forever21,Otoño,S,White,128.27,0.0,128.27,2025-08-06,28,,No,
FB001177,Vestidos,Zara,Invierno,XL,Green,174.86,0.0,174.86,2025-08-06,43,4.6,No,
FB001178,Vestidos,Banana Republic,Invierno,XL,White,100.03,0.0,100.03,2025-08-06,36,1.9,Si,Problema de calidad
FB001179,Vestidos,Zara,Invierno,S,Purple,49.89,0.0,49.89,2025-08-06,0,3.5,Si,Artículo incorrecto
FB001180,Zapatos,H&M,Otoño,XL,Brown,170.43,0.0,170.43,2025-08-06,22,,No,
FB001181,Ropa de abrigo,Gap,Verano,XS,Navy,186.78,0.0,186.78,2025-08-06,22,2.9,No,
FB001182,Accesorios,Forever21,Otoño,,Navy,63.98,0.0,63.98,2025-08-06,36,1.7,No,
FB001183,Ropa de abrigo,Forever21,Otoño,XS,Navy,225.64,0.0,225.64,2025-08-06,31,1.3,No,
FB001184,Tops,Mango,Otoño,XS,White,115.29,13.9,99.26,2025-08-06,37,,No,
FB001185,Pantalones,Mango,Otoño,XS,White,92.59,0.0,92.59,2025-08-06,39,2.3,No,
FB001186,Accesorios,Uniqlo,Primavera,,Beige,67.65,26.2,49.93,2025-05-28,23,1.7,No,
FB001187,Ropa de abrigo,Ann Taylor,Primavera,L,White,128.92,0.0,128.92,2025-07-10,40,1.5,No,
FB001188,Accesorios,Banana Republic,Otoño,,Red,16.51,16.8,13.74,2025-08-06,47,1.2,No,
FB001189,Zapatos,Banana Republic,Invierno,,Gray,173.66,42.7,99.51,2025-08-06,1,3.1,No,
FB001190,Tops,H&M,Primavera,S,Black,71.49,20.9,56.55,2025-01-12,33,1.3,No,
FB001191,Ropa de abrigo,Uniqlo,Otoño,XXL,Gray,230.81,24.3,174.72,2025-08-06,26,,Si,Problema de tamaño
FB001192,Zapatos,H&M,Primavera,XS,Green,101.0,58.6,41.81,2025-07-04,44,1.2,No,
FB001193,Ropa de abrigo,Mango,Invierno,XXL,Brown,116.37,52.6,55.16,2025-08-06,43,2.4,No,
FB001194,Zapatos,H&M,Primavera,L,Beige,150.28,8.3,137.81,2025-01-22,48,2.9,No,
FB001195,Ropa de abrigo,Zara,Invierno,XL,Gray,107.81,0.0,107.81,2025-08-06,15,2.7,No,
FB001196,Vestidos,Zara,Primavera,L,Navy,61.24,0.0,61.24,2025-04-05,3,,No,
FB001197,Accesorios,Zara,Invierno,,Green,34.04,0.0,34.04,2025-08-06,3,1.9,No,
FB001198,Vestidos,Gap,Verano,S,Brown,168.16,45.9,90.97,2025-08-06,44,1.5,No,
FB001199,Tops,Ann Taylor,Otoño,M,Red,74.07,0.0,74.07,2025-08-06,47,1.4,No,
FB001200,Tops,Forever21,Invierno,XXL,Brown,84.75,0.0,84.75,2025-08-06,7,2.5,No,
FB001201,Zapatos,Mango,Verano,M,Red,187.47,9.6,169.47,2025-08-06,28,4.0,No,
FB001202,Accesorios,Uniqlo,Primavera,,Green,45.81,14.1,39.35,2025-04-14,29,,No,
FB001203,Ropa de abrigo,Banana Republic,Otoño,XL,Brown,87.09,0.0,87.09,2025-08-06,8,2.8,No,
FB001204,Ropa de abrigo,H&M,Verano,XS,Brown,232.5,56.8,100.44,2025-08-06,23,2.9,Si,Problema de tamaño
FB001205,Zapatos,Ann Taylor,Primavera,XS,Purple,184.87,0.0,184.87,2024-09-28,32,1.8,No,
FB001206,Tops,Gap,Otoño,XS,Gray,31.36,0.0,31.36,2025-08-06,50,3.4,No,
FB001207,Accesorios,H&M,Invierno,,Navy,62.26,24.6,46.94,2025-08-06,33,3.5,No,
FB001208,Accesorios,Mango,Verano,,Navy,64.82,42.2,37.47,2025-08-06,26,1.3,No,
FB001209,Accesorios,Zara,Primavera,,Blue,15.92,0.0,15.92,2024-09-06,7,4.1,No,
FB001210,Ropa de abrigo,H&M,Primavera,M,Purple,180.83,0.0,180.83,2024-09-02,20,2.0,No,
FB001211,Zapatos,Forever21,Verano,L,Brown,73.81,0.0,73.81,2025-08-06,44,1.3,No,
FB001212,Zapatos,Ann Taylor,Verano,XXL,Beige,127.52,0.0,127.52,2025-08-06,0,3.4,No,
FB001213,Pantalones,H&M,Otoño,,Brown,52.08,0.0,52.08,2025-08-06,12,,No,
FB001214,Pantalones,Forever21,Invierno,XS,Red,32.83,23.0,25.28,2025-08-06,24,1.1,No,
FB001215,Tops,Banana Republic,Invierno,S,Purple,108.92,0.0,108.92,2025-08-06,6,1.8,No,
FB001216,Zapatos,Forever21,Invierno,,Navy,85.83,47.5,45.06,2025-08-06,8,1.1,No,
FB001217,Accesorios,Zara,Primavera,,Blue,62.02,0.0,62.02,2025-04-25,3,3.7,No,
FB001218,Zapatos,H&M,Verano,XL,Black,127.31,5.4,120.44,2025-08-06,34,2.5,No,
FB001219,Tops,Ann Taylor,Otoño,,Red,35.74,0.0,35.74,2025-08-06,33,,Si,Discrepancia de color
FB001220,Accesorios,H&M,Verano,,Gray,69.62,27.9,50.2,2025-08-06,5,1.1,No,
FB001221,Tops,Zara,Invierno,XXL,Black,92.01,28.8,65.51,2025-08-06,37,1.9,No,
FB001222,Zapatos,Mango,Otoño,M,Black,110.1,0.0,110.1,2025-08-06,13,3.6,Si,Cambio de opinión
FB001223,Pantalones,Zara,Otoño,XXL,Red,109.05,0.0,109.05,2025-08-06,13,3.7,No,
FB001224,Accesorios,Forever21,Invierno,,Beige,67.46,0.0,67.46,2025-08-06,28,1.4,No,
FB001225,Zapatos,Ann Taylor,Invierno,M,White,110.11,10.2,98.88,2025-08-06,47,,No,
FB001226,Zapatos,Banana Republic,Verano,XL,White,162.5,0.0,162.5,2025-08-06,45,,No,
FB001227,Accesorios,Uniqlo,Verano,,Black,23.8,8.3,21.82,2025-08-06,0,3.5,No,
FB001228,Pantalones,Banana Republic,Otoño,XS,Brown,115.89,0.0,115.89,2025-08-06,34,2.9,No,
FB001229,Ropa de abrigo,H&M,Primavera,M,Red,139.2,42.5,80.04,2024-10-02,27,2.9,No,
FB001230,Vestidos,Forever21,Otoño,S,Navy,120.42,36.7,76.23,2025-08-06,46,2.4,No,
FB001231,Accesorios,Banana Republic,Otoño,,Beige,72.81,0.0,72.81,2025-08-06,4,4.3,No,
FB001232,Accesorios,Zara,Primavera,,Brown,29.75,0.0,29.75,2025-02-07,37,3.9,No,
FB001233,Tops,Gap,Verano,XL,Black,33.63,0.0,33.63,2025-08-06,13,4.7,No,
FB001234,Ropa de abrigo,Banana Republic,Otoño,S,Brown,101.93,0.0,101.93,2025-08-06,31,,No,
FB001235,Accesorios,Mango,Invierno,,White,41.43,0.0,41.43,2025-08-06,10,,No,
FB001236,Ropa de abrigo,Ann Taylor,Primavera,L,Green,126.14,0.0,126.14,2025-05-18,24,3.6,No,
FB001237,Pantalones,Zara,Primavera,M,Purple,96.76,0.0,96.76,2025-02-26,6,,No,
FB001238,Tops,Mango,Invierno,XS,Navy,114.32,0.0,114.32,2025-08-06,27,5.0,No,
FB001239,Zapatos,H&M,Primavera,S,Purple,102.46,0.0,102.46,2024-12-17,20,3.7,Si,Problema de calidad
FB001240,Pantalones,Uniqlo,Verano,L,Pink,95.7,15.0,81.34,2025-08-06,9,4.9,No,
FB001241,Pantalones,H&M,Invierno,M,Blue,55.49,0.0,55.49,2025-08-06,25,4.6,No,
FB001242,Accesorios,Ann Taylor,Invierno,,White,30.58,9.8,27.58,2025-08-06,34,3.4,No,
FB001243,Pantalones,Mango,Otoño,S,Red,116.58,0.0,116.58,2025-08-06,47,1.2,No,
FB001244,Vestidos,Zara,Invierno,XL,Navy,79.18,21.1,62.47,2025-08-06,36,1.5,Si,Cambio de opinión
FB001245,Vestidos,Forever21,Verano,,Navy,88.71,0.0,88.71,2025-08-06,3,3.5,No,
FB001246,Vestidos,Banana Republic,Primavera,XXL,Purple,150.58,0.0,150.58,2024-12-19,38,2.1,No,
FB001247,Vestidos,Uniqlo,Verano,XXL,White,179.9,9.3,163.17,2025-08-06,34,2.1,No,
FB001248,Ropa de abrigo,Forever21,Primavera,XL,Red,135.3,0.0,135.3,2025-02-16,19,4.6,No,
FB001249,Zapatos,Uniqlo,Otoño,XXL,Black,146.43,0.0,146.43,2025-08-06,7,2.5,No,
FB001250,Ropa de abrigo,Forever21,Invierno,M,Green,160.27,0.0,160.27,2025-08-06,11,2.0,No,
FB001251,Zapatos,Mango,Invierno,M,Gray,169.87,8.8,154.92,2025-08-06,36,2.1,No,
FB001252,Zapatos,Ann Taylor,Verano,,Gray,137.33,0.0,137.33,2025-08-06,35,4.6,No,
FB001253,Pantalones,Forever21,Verano,XXL,Red,38.18,0.0,38.18,2025-08-06,38,,No,
FB001254,Tops,Zara,Verano,XXL,Blue,40.62,20.1,32.46,2025-08-06,7,,No,
FB001255,Pantalones,H&M,Invierno,XS,Black,56.4,23.3,43.26,2025-08-06,35,,No,
FB001256,Accesorios,Forever21,Verano,,Green,19.56,0.0,19.56,2025-08-06,13,3.1,No,
FB001257,Zapatos,H&M,Invierno,L,White,155.66,0.0,155.66,2025-08-06,3,4.0,No,
FB001258,Tops,Zara,Verano,S,Purple,106.2,0.0,106.2,2025-08-06,10,1.1,No,
FB001259,Ropa de abrigo,Ann Taylor,Otoño,XXL,Navy,158.31,0.0,158.31,2025-08-06,7,5.0,No,
FB001260,Vestidos,Mango,Primavera,XL,Pink,102.3,42.2,59.13,2025-05-30,43,1.3,No,
FB001261,Accesorios,Gap,Otoño,,Navy,53.46,58.0,22.45,2025-08-06,6,4.2,No,
FB001262,Vestidos,Uniqlo,Verano,XS,Blue,101.78,22.9,78.47,2025-08-06,5,1.2,Si,Dañado
FB001263,Ropa de abrigo,Banana Republic,Verano,M,Gray,112.28,0.0,112.28,2025-08-06,41,4.1,No,
FB001264,Accesorios,Banana Republic,Invierno,,Pink,47.51,0.0,47.51,2025-08-06,39,4.4,No,
FB001265,Tops,Uniqlo,Invierno,XXL,Beige,80.39,0.0,80.39,2025-08-06,24,,No,
FB001266,Pantalones,Mango,Invierno,L,Red,64.75,26.4,47.66,2025-08-06,7,2.9,Si,Artículo incorrecto
FB001267,Ropa de abrigo,Zara,Invierno,L,Red,129.86,0.0,129.86,2025-08-06,41,1.7,No,
FB001268,Pantalones,Banana Republic,Primavera,L,Green,32.74,0.0,32.74,2024-08-12,23,4.0,Si,Dañado
FB001269,Pantalones,Uniqlo,Primavera,L,Blue,79.27,0.0,79.27,2025-05-11,13,3.5,No,
FB001270,Tops,Forever21,Primavera,S,Beige,119.38,0.0,119.38,2025-02-20,18,4.4,No,
FB001271,Vestidos,H&M,Invierno,S,White,66.17,0.0,66.17,2025-08-06,1,,No,
FB001272,Accesorios,H&M,Otoño,,Purple,68.3,8.0,62.84,2025-08-06,18,3.1,No,
FB001273,Ropa de abrigo,Mango,Otoño,L,Purple,209.66,0.0,209.66,2025-08-06,30,2.1,No,
FB001274,Zapatos,Uniqlo,Verano,XS,Blue,154.82,0.0,154.82,2025-08-06,31,,No,
FB001275,Pantalones,H&M,Invierno,S,Gray,37.53,0.0,37.53,2025-08-06,8,3.0,Si,Cambio de opinión
FB001276,Zapatos,Zara,Verano,XS,Black,140.28,0.0,140.28,2025-08-06,10,1.9,No,
FB001277,Zapatos,Uniqlo,Verano,XS,White,171.07,0.0,171.07,2025-08-06,25,3.0,No,
FB001278,Tops,Zara,Verano,M,Purple,77.87,0.0,77.87,2025-08-06,4,2.7,No,
FB001279,Tops,H&M,Primavera,XL,Navy,80.54,0.0,80.54,2024-12-10,50,2.1,No,
FB001280,Pantalones,Uniqlo,Verano,S,White,48.68,41.7,28.38,2025-08-06,20,1.3,Si,Dañado
FB001281,Zapatos,Ann Taylor,Invierno,XS,Purple,137.83,0.0,137.83,2025-08-06,32,3.4,Si,Cambio de opinión
FB001282,Pantalones,Zara,Otoño,XXL,Brown,96.88,44.8,53.48,2025-08-06,15,1.3,No,
FB001283,Tops,H&M,Primavera,XL,Blue,46.44,36.8,29.35,2025-03-11,19,1.9,No,
FB001284,Pantalones,Gap,Invierno,L,Brown,86.4,0.0,86.4,2025-08-06,26,3.7,No,
FB001285,Pantalones,Mango,Otoño,XXL,Green,113.83,51.6,55.09,2025-08-06,12,2.9,No,
FB001286,Pantalones,Zara,Verano,XS,Purple,64.68,42.9,36.93,2025-08-06,36,,No,
FB001287,Zapatos,Forever21,Otoño,,Beige,123.23,0.0,123.23,2025-08-06,40,4.3,No,
FB001288,Accesorios,Ann Taylor,Invierno,,Red,69.69,0.0,69.69,2025-08-06,35,3.0,No,
FB001289,Accesorios,Banana Republic,Invierno,,Green,46.15,24.4,34.89,2025-08-06,31,4.4,Si,Problema de tamaño
FB001290,Ropa de abrigo,H&M,Verano,XS,Navy,229.8,0.0,229.8,2025-08-06,46,3.6,No,
FB001291,Ropa de abrigo,Uniqlo,Otoño,XS,Purple,179.44,19.6,144.27,2025-08-06,42,3.0,No,
FB001292,Zapatos,Banana Republic,Otoño,L,Green,80.96,56.3,35.38,2025-08-06,41,2.2,Si,Cambio de opinión
FB001293,Pantalones,Uniqlo,Otoño,L,Green,62.3,19.2,50.34,2025-08-06,9,2.5,No,
FB001294,Accesorios,Uniqlo,Otoño,,Beige,58.83,12.5,51.48,2025-08-06,3,1.5,No,
FB001295,Tops,H&M,Verano,XXL,Navy,119.04,1.7,117.02,2025-08-06,34,4.1,No,
FB001296,Ropa de abrigo,Zara,Verano,S,Navy,80.54,0.0,80.54,2025-08-06,3,1.8,Si,Problema de tamaño
FB001297,Pantalones,Banana Republic,Invierno,XS,Black,47.32,25.7,35.16,2025-08-06,2,3.2,No,
FB001298,Zapatos,Gap,Invierno,XL,Pink,104.57,27.4,75.92,2025-08-06,7,1.0,Si,Problema de calidad
FB001299,Accesorios,Zara,Invierno,,Blue,38.37,23.3,29.43,2025-08-06,22,1.4,No,
FB001300,Ropa de abrigo,H&M,Invierno,,Red,86.3,0.0,86.3,2025-08-06,33,3.9,No,
FB001301,Accesorios,Mango,Invierno,,Purple,64.89,4.2,62.16,2025-08-06,40,1.4,No,
FB001302,Accesorios,Mango,Otoño,,Navy,53.64,0.0,53.64,2025-08-06,18,2.3,No,
FB001303,Vestidos,Mango,Verano,XXL,Pink,113.81,9.2,103.34,2025-08-06,11,2.4,No,
FB001304,Tops,Ann Taylor,Verano,XXL,Beige,40.12,27.7,29.01,2025-08-06,29,1.7,Si,Problema de tamaño
FB001305,Tops,Gap,Invierno,M,Black,49.64,30.9,34.3,2025-08-06,21,2.0,No,
FB001306,Pantalones,Forever21,Verano,L,Brown,117.64,54.2,53.88,2025-08-06,25,4.6,Si,Artículo incorrecto
FB001307,Accesorios,Mango,Verano,,Red,69.78,3.7,67.2,2025-08-06,14,3.2,No,
FB001308,Accesorios,Forever21,Primavera,,White,29.91,18.4,24.41,2025-03-03,10,4.9,No,
FB001309,Zapatos,H&M,Otoño,XL,Black,187.11,43.3,106.09,2025-08-06,26,3.0,No,
FB001310,Accesorios,Ann Taylor,Verano,,Beige,40.04,15.8,33.71,2025-08-06,31,1.8,No,
FB001311,Vestidos,Mango,Primavera,XS,Beige,113.44,23.4,86.9,2025-03-07,1,,No,
FB001312,Pantalones,Zara,Primavera,S,Gray,119.84,0.0,119.84,2024-09-27,47,1.4,No,
FB001313,Zapatos,Uniqlo,Otoño,XXL,Brown,167.27,0.0,167.27,2025-08-06,9,4.0,No,
FB001314,Vestidos,Banana Republic,Primavera,XL,Blue,148.0,1.1,146.37,2025-02-23,43,2.0,No,
FB001315,Pantalones,H&M,Invierno,XXL,Red,65.34,49.8,32.8,2025-08-06,9,,No,
FB001316,Zapatos,Banana Republic,Primavera,M,Green,84.57,5.4,80.0,2025-07-17,33,,No,
FB001317,Pantalones,Gap,Verano,XS,Gray,52.6,0.0,52.6,2025-08-06,35,1.2,Si,Discrepancia de color
FB001318,Zapatos,Uniqlo,Verano,L,Green,106.37,0.0,106.37,2025-08-06,30,1.1,No,
FB001319,Tops,Gap,Verano,XXL,Black,96.77,40.4,57.67,2025-08-06,31,4.5,No,
FB001320,Ropa de abrigo,Banana Republic,Primavera,L,Brown,99.02,0.0,99.02,2024-10-16,21,1.2,No,
FB001321,Accesorios,Zara,Primavera,,Purple,68.89,36.9,43.47,2024-12-05,9,1.8,No,
FB001322,Vestidos,H&M,Primavera,S,Pink,63.91,3.5,61.67,2025-05-19,14,2.1,No,
FB001323,Zapatos,Mango,Otoño,S,Navy,116.38,11.4,103.11,2025-08-06,15,,No,
FB001324,Pantalones,Uniqlo,Otoño,XS,Green,71.74,0.0,71.74,2025-08-06,16,,No,
FB001325,Pantalones,Forever21,Invierno,M,Beige,91.11,0.0,91.11,2025-08-06,38,3.3,No,
FB001326,Accesorios,Zara,Verano,,White,46.07,0.0,46.07,2025-08-06,25,2.5,No,
FB001327,Vestidos,Mango,Otoño,S,Green,156.27,0.0,156.27,2025-08-06,43,,No,
FB001328,Tops,Mango,Otoño,XS,Pink,56.35,0.0,56.35,2025-08-06,31,1.5,No,
FB001329,Pantalones,Zara,Invierno,XS,Purple,118.21,23.1,90.9,2025-08-06,15,5.0,No,
FB001330,Tops,Gap,Otoño,XS,Beige,25.86,0.0,25.86,2025-08-06,46,1.5,No,
FB001331,Tops,H&M,Otoño,S,Green,91.67,23.7,69.94,2025-08-06,3,3.7,No,
FB001332,Pantalones,Uniqlo,Otoño,L,Blue,25.29,7.9,23.29,2025-08-06,39,1.7,No,
FB001333,Accesorios,H&M,Invierno,,Navy,51.61,32.2,34.99,2025-08-06,34,4.8,No,
FB001334,Ropa de abrigo,Banana Republic,Verano,XL,Black,143.61,24.6,108.28,2025-08-06,50,4.1,No,
FB001335,Pantalones,Gap,Verano,L,Red,45.48,0.0,45.48,2025-08-06,29,2.3,No,
FB001336,Zapatos,Zara,Verano,,White,177.79,10.7,158.77,2025-08-06,37,,No,
FB001337,Ropa de abrigo,Gap,Otoño,XS,Purple,145.1,34.2,95.48,2025-08-06,14,,No,
